Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,17.80,22.30,26.10,31.30,77.10,96.50,113.10,135.80
Child,2 years,17.70,22.00,26.10,31.60,76.90,95.20,113.30,137.10
Child,3-5 years,19.50,24.20,30.00,35.90,84.70,105.00,129.80,155.60
Child,6-8 years,24.40,32.50,40.10,46.70,105.90,140.90,173.60,202.50
Child,9-11 years,28.60,36.60,46.80,54.40,124.10,158.50,202.90,235.60
Male,12-14 years,29.90,41.40,51.30,60.20,129.40,179.30,222.30,260.90
Male,15-19 years,30.80,42.60,53.40,61.90,133.50,184.60,231.30,268.30
Male,20-50 years,32.90,42.60,53.20,64.80,142.60,184.50,230.40,280.90
Male,51 years and over,30.00,40.60,50.10,60.10,130.00,175.90,216.90,260.40
Female,12-19 years,29.80,35.70,43.50,52.40,129.30,154.80,188.40,226.80
Female,20-50 years,29.90,37.10,45.40,58.50,129.50,160.80,196.90,253.50
Female,51 years and over,29.40,36.10,45.00,53.90,127.20,156.40,195.00,233.70
