Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.20,28.30,32.10,39.10,91.90,122.50,139.10,169.60
Child,2-3 years,23.20,29.30,35.60,43.20,100.60,127.00,154.10,187.20
Child,4-5 years,24.20,30.60,37.70,46.00,104.80,132.40,163.20,199.30
Child,6-8 years,30.90,42.40,51.40,60.70,133.80,183.70,222.90,263.10
Child,9-11 years,35.00,46.30,59.60,69.40,151.50,200.80,258.10,300.70
Male,12-13 years,37.60,53.20,66.70,78.00,163.10,230.70,289.00,337.80
Male,14-18 years,38.60,54.20,68.40,78.60,167.30,234.60,296.50,340.50
Male,19-50 years,41.60,53.90,67.40,82.70,180.40,233.40,292.00,358.40
Male,51-70 years,38.00,50.70,62.90,75.90,164.60,219.80,272.40,328.70
Male,71+ years,38.30,50.60,62.30,76.60,166.00,219.10,270.00,331.70
Female,12-13 years,37.70,45.90,54.90,67.30,163.20,198.70,237.90,291.50
Female,14-18 years,37.00,46.00,55.60,68.40,160.40,199.50,241.00,296.50
Female,19-50 years,37.10,46.80,57.70,73.70,160.80,202.60,250.20,319.30
Female,51-70 years,36.50,45.60,56.60,67.90,158.10,197.50,245.10,294.20
Female,71+ years,35.70,45.50,56.10,67.40,154.60,196.90,243.10,292.10
