Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.30,28.20,32.00,38.90,92.20,122.20,138.70,168.40
Child,2-3 years,23.20,29.30,35.40,43.20,100.70,126.90,153.60,187.10
Child,4-5 years,24.20,30.50,37.60,45.80,104.70,132.10,162.90,198.30
Child,6-8 years,30.90,42.50,51.40,60.50,133.70,184.00,222.70,262.20
Child,9-11 years,35.00,46.20,59.40,69.20,151.40,200.30,257.40,299.90
Male,12-13 years,37.70,53.20,66.50,77.80,163.20,230.60,288.30,337.00
Male,14-18 years,38.80,54.40,68.70,78.60,168.20,235.50,297.70,340.50
Male,19-50 years,41.70,53.80,67.50,83.00,180.80,233.10,292.50,359.40
Male,51-70 years,38.10,50.80,62.80,75.70,165.20,220.00,272.10,328.10
Male,71+ years,38.40,50.60,62.20,77.00,166.60,219.10,269.60,333.50
Female,12-13 years,37.80,46.00,54.80,67.30,163.80,199.20,237.60,291.40
Female,14-18 years,37.20,46.10,56.00,68.80,161.00,199.90,242.50,298.20
Female,19-50 years,37.10,46.70,57.80,73.70,160.70,202.20,250.50,319.40
Female,51-70 years,36.60,45.70,56.60,67.70,158.60,197.80,245.40,293.40
Female,71+ years,35.70,45.40,56.10,67.40,154.60,196.90,242.90,292.00
