Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,17.40,21.70,25.50,31.20,75.60,94.20,110.30,135.10
Child,2 years,17.40,21.40,25.40,30.80,75.20,92.70,109.90,133.40
Child,3-5 years,19.00,23.50,29.10,35.20,82.30,102.00,126.20,152.40
Child,6-8 years,23.80,31.60,39.10,45.50,103.00,137.10,169.30,197.30
Child,9-11 years,27.80,35.60,45.40,52.90,120.70,154.30,196.90,229.20
Male,12-14 years,28.90,40.20,49.70,58.50,125.40,174.00,215.50,253.60
Male,15-19 years,29.80,41.30,51.70,60.00,129.10,179.10,224.10,260.10
Male,20-50 years,32.00,41.40,51.60,62.90,138.40,179.30,223.50,272.50
Male,51 years and over,29.10,39.50,48.60,58.40,126.10,171.00,210.70,253.00
Female,12-19 years,28.90,34.70,42.20,50.90,125.40,150.30,182.90,220.30
Female,20-50 years,29.00,36.10,44.20,56.90,125.70,156.50,191.30,246.50
Female,51 years and over,28.50,35.10,43.70,52.40,123.50,152.00,189.50,226.90
