Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.40,28.70,32.50,39.60,92.60,124.30,140.90,171.80
Child,2-3 years,23.40,29.80,36.10,43.90,101.60,129.20,156.30,190.10
Child,4-5 years,24.50,30.90,38.30,46.70,106.20,134.00,165.90,202.20
Child,6-8 years,31.20,43.10,52.30,61.70,135.30,186.60,226.70,267.30
Child,9-11 years,35.40,46.80,60.60,70.50,153.50,202.80,262.40,305.40
Male,12-13 years,38.00,53.70,67.40,79.00,164.80,232.70,292.00,342.10
Male,14-18 years,39.00,54.60,69.50,79.40,169.20,236.40,300.90,344.00
Male,19-50 years,42.20,54.30,68.30,83.70,182.70,235.50,295.80,362.90
Male,51-70 years,38.40,51.30,63.90,76.90,166.30,222.30,276.80,333.20
Male,71+ years,38.80,50.90,63.10,77.80,168.10,220.50,273.30,337.20
Female,12-13 years,38.10,46.40,55.80,68.30,164.90,201.00,241.80,295.80
Female,14-18 years,37.30,46.50,56.30,69.20,161.80,201.50,243.90,299.90
Female,19-50 years,37.50,47.20,58.30,74.50,162.50,204.40,252.80,322.60
Female,51-70 years,37.00,46.10,57.40,68.80,160.30,199.60,248.60,298.30
Female,71+ years,36.10,45.70,56.70,68.20,156.60,198.10,245.60,295.60
