Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.90,29.40,33.20,40.80,94.80,127.30,143.80,176.70
Child,2-3 years,23.90,30.90,37.10,45.20,103.70,133.70,160.70,195.90
Child,4-5 years,25.40,31.80,39.40,48.30,110.10,138.00,170.80,209.10
Child,6-8 years,32.30,45.30,53.90,64.00,139.80,196.10,233.60,277.20
Child,9-11 years,36.30,48.50,62.40,72.70,157.30,210.00,270.30,314.90
Male,12-13 years,39.10,55.40,69.50,81.50,169.20,240.10,301.20,353.20
Male,14-18 years,40.30,56.20,71.70,82.60,174.70,243.50,310.70,358.00
Male,19-50 years,43.40,56.10,70.30,86.40,188.30,242.90,304.60,374.50
Male,51-70 years,39.60,52.90,66.00,79.50,171.40,229.10,285.90,344.40
Male,71+ years,39.90,52.50,64.60,80.10,172.70,227.30,280.10,346.90
Female,12-13 years,39.10,47.90,57.40,70.80,169.40,207.40,248.80,306.70
Female,14-18 years,38.40,47.80,57.90,71.30,166.40,207.20,250.80,309.10
Female,19-50 years,38.60,48.70,59.90,76.60,167.10,211.10,259.70,331.90
Female,51-70 years,38.10,47.40,59.00,71.40,165.00,205.50,255.80,309.50
Female,71+ years,36.90,47.00,58.30,70.20,159.80,203.80,252.50,304.20
