Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.80,26.50,30.30,36.60,85.90,114.70,131.20,158.60
Child,2-3 years,21.50,27.30,33.00,40.20,93.40,118.30,143.10,174.10
Child,4-5 years,22.50,28.40,35.20,42.80,97.40,123.00,152.40,185.30
Child,6-8 years,28.60,39.10,47.90,56.30,124.00,169.30,207.40,244.10
Child,9-11 years,32.60,42.90,55.60,64.80,141.40,185.80,240.80,280.60
Male,12-13 years,34.80,49.20,61.30,72.20,150.90,213.10,265.80,312.90
Male,14-18 years,35.90,50.40,63.30,72.70,155.60,218.30,274.20,315.20
Male,19-50 years,38.60,49.90,62.40,76.50,167.30,216.20,270.50,331.60
Male,51-70 years,35.20,47.10,58.20,70.40,152.60,204.20,252.10,305.00
Male,71+ years,35.40,46.60,57.90,71.00,153.50,202.00,250.90,307.80
Female,12-13 years,34.90,42.50,51.30,62.50,151.10,184.20,222.50,270.60
Female,14-18 years,34.40,42.70,51.40,63.20,148.90,184.90,222.70,274.00
Female,19-50 years,34.40,43.30,53.30,68.30,148.80,187.60,230.80,295.80
Female,51-70 years,33.90,42.10,52.40,62.80,146.90,182.60,226.90,272.20
Female,71+ years,33.30,41.70,51.90,62.60,144.40,180.90,225.10,271.10
