Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.20,28.10,32.00,39.00,92.00,121.90,138.50,168.80
Child,2-3 years,23.20,29.20,35.40,43.10,100.50,126.70,153.50,186.90
Child,4-5 years,24.10,30.50,37.50,45.80,104.60,132.00,162.70,198.60
Child,6-8 years,30.80,42.30,51.30,60.50,133.40,183.30,222.20,262.30
Child,9-11 years,34.90,46.30,59.30,69.20,151.20,200.40,256.90,299.80
Male,12-13 years,37.60,53.20,66.40,77.70,162.90,230.40,287.70,336.70
Male,14-18 years,38.80,54.40,68.60,78.50,168.30,235.70,297.10,340.20
Male,19-50 years,41.70,53.80,67.30,82.80,180.60,233.10,291.80,358.80
Male,51-70 years,38.10,50.80,62.60,75.70,165.10,220.00,271.30,328.00
Male,71+ years,38.40,50.50,62.10,76.70,166.20,219.00,269.20,332.40
Female,12-13 years,37.70,46.00,54.80,67.20,163.40,199.30,237.30,291.00
Female,14-18 years,37.10,46.10,55.80,68.70,160.80,199.80,241.80,297.50
Female,19-50 years,37.10,46.70,57.60,73.70,160.60,202.40,249.80,319.20
Female,51-70 years,36.60,45.60,56.50,67.70,158.40,197.70,244.90,293.30
Female,71+ years,35.60,45.40,55.90,67.20,154.10,196.60,242.30,291.40
