Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.30,28.30,32.30,39.20,92.20,122.70,140.00,170.00
Child,2-3 years,23.00,29.30,35.30,43.00,99.80,126.80,153.10,186.50
Child,4-5 years,24.10,30.40,37.60,45.60,104.40,131.80,162.80,197.60
Child,6-8 years,30.60,41.80,51.00,60.00,132.50,181.00,220.90,260.00
Child,9-11 years,35.10,45.90,59.20,69.20,151.90,198.80,256.30,300.00
Male,12-13 years,37.40,52.70,65.60,77.20,162.00,228.30,284.10,334.50
Male,14-18 years,38.90,54.20,67.80,78.20,168.60,234.90,293.70,338.60
Male,19-50 years,41.60,53.50,66.70,81.90,180.20,231.90,289.00,354.80
Male,51-70 years,38.10,50.70,62.10,75.40,165.20,219.60,269.20,326.60
Male,71+ years,38.10,50.20,62.00,76.00,164.90,217.70,268.60,329.30
Female,12-13 years,37.40,45.80,54.90,66.80,162.20,198.50,237.90,289.60
Female,14-18 years,37.10,45.80,55.10,67.90,160.60,198.60,238.80,294.20
Female,19-50 years,36.90,46.50,57.10,73.30,160.00,201.50,247.40,317.50
Female,51-70 years,36.60,45.40,56.20,67.40,158.70,196.70,243.50,292.20
Female,71+ years,35.70,44.90,55.80,67.10,154.80,194.70,241.70,290.90
