Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.50,28.60,32.50,39.50,93.40,124.00,140.90,170.90
Child,2-3 years,23.50,29.70,35.90,43.60,101.70,128.60,155.70,189.10
Child,4-5 years,24.40,30.80,38.20,46.40,105.90,133.70,165.30,200.80
Child,6-8 years,31.10,42.70,52.10,61.30,134.90,184.90,225.70,265.50
Child,9-11 years,35.40,46.70,60.30,70.20,153.20,202.60,261.40,304.10
Male,12-13 years,38.00,53.70,67.20,78.70,164.70,232.80,291.30,340.80
Male,14-18 years,38.90,54.60,69.00,79.20,168.70,236.70,298.90,343.10
Male,19-50 years,42.00,54.20,68.00,83.30,181.80,235.00,294.70,360.80
Male,51-70 years,38.30,51.20,63.50,76.60,165.90,221.80,275.30,332.00
Male,71+ years,38.70,50.80,62.90,77.30,167.50,220.00,272.40,335.10
Female,12-13 years,38.10,46.20,55.60,67.90,164.90,200.40,240.80,294.20
Female,14-18 years,37.40,46.40,55.90,68.90,162.00,201.10,242.40,298.60
Female,19-50 years,37.40,47.10,58.10,74.20,162.30,204.00,251.90,321.60
Female,51-70 years,36.90,46.00,57.10,68.50,159.70,199.20,247.60,296.80
Female,71+ years,36.20,45.80,56.60,68.10,156.70,198.30,245.50,295.20
