Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.00,28.00,32.00,38.70,91.00,121.40,138.70,167.50
Child,2-3 years,22.60,28.80,34.70,42.20,98.00,124.80,150.50,183.00
Child,4-5 years,23.70,29.90,37.00,44.70,102.60,129.50,160.40,193.80
Child,6-8 years,30.00,41.00,50.20,58.90,130.10,177.70,217.50,255.30
Child,9-11 years,34.50,45.00,58.30,68.10,149.50,194.90,252.80,295.20
Male,12-13 years,36.60,51.60,64.20,75.70,158.80,223.80,278.40,328.20
Male,14-18 years,38.00,53.00,66.30,76.70,164.70,229.60,287.30,332.20
Male,19-50 years,40.70,52.40,65.40,80.20,176.20,227.10,283.30,347.40
Male,51-70 years,37.20,49.70,61.00,74.00,161.30,215.40,264.40,320.70
Male,71+ years,37.30,49.20,61.00,74.60,161.40,213.00,264.10,323.20
Female,12-13 years,36.70,44.80,54.10,65.60,158.80,194.00,234.40,284.20
Female,14-18 years,36.30,44.90,53.90,66.40,157.30,194.40,233.60,287.60
Female,19-50 years,36.20,45.50,56.00,71.80,156.80,197.20,242.50,311.30
Female,51-70 years,35.90,44.40,55.10,66.10,155.40,192.60,238.80,286.60
Female,71+ years,35.20,44.00,54.80,66.00,152.70,190.80,237.60,286.10
