Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,16.20,19.90,23.40,28.50,70.20,86.20,101.40,123.50
Child,2 years,16.10,19.90,23.40,28.50,69.80,86.20,101.40,123.50
Child,3-5 years,17.50,21.80,27.10,32.40,75.80,94.50,117.40,140.40
Child,6-8 years,21.70,29.10,36.20,42.20,94.00,126.10,156.90,182.90
Child,9-11 years,25.70,33.00,42.20,48.90,111.40,143.00,182.90,211.90
Male,12-14 years,26.50,37.20,46.20,54.40,114.80,161.20,200.20,235.70
Male,15-19 years,27.20,38.40,47.90,55.30,117.90,166.40,207.60,239.60
Male,20-50 years,29.20,38.20,47.70,57.80,126.50,165.50,206.70,250.40
Male,51 years and over,26.60,36.40,44.90,53.90,115.30,157.70,194.60,233.50
Female,12-19 years,26.60,32.10,39.00,47.20,115.30,139.10,169.00,204.50
Female,20-50 years,26.60,33.50,40.80,52.40,115.30,145.20,176.80,227.00
Female,51 years and over,26.20,32.60,40.50,48.40,113.50,141.30,175.50,209.70
