Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,15.70,19.20,22.60,27.40,68.00,83.20,97.90,118.70
Child,2 years,15.70,19.20,22.60,27.40,68.00,83.20,97.90,118.70
Child,3-5 years,17.00,21.10,26.10,31.30,73.70,91.40,113.10,135.60
Child,6-8 years,21.00,28.10,35.00,40.70,91.00,121.80,151.70,176.40
Child,9-11 years,25.00,31.80,40.80,47.20,108.30,137.80,176.80,204.50
Male,12-14 years,25.80,36.00,44.70,52.60,111.80,156.00,193.70,227.90
Male,15-19 years,26.50,37.20,46.30,53.50,114.80,161.20,200.60,231.80
Male,20-50 years,28.40,36.90,46.10,55.90,123.10,159.90,199.80,242.20
Male,51 years and over,25.70,35.20,43.30,52.00,111.40,152.50,187.60,225.30
Female,12-19 years,25.90,31.00,37.80,45.60,112.20,134.30,163.80,197.60
Female,20-50 years,25.80,32.30,39.40,50.50,111.80,140.00,170.70,218.80
Female,51 years and over,25.30,31.40,39.00,46.60,109.60,136.10,169.00,201.90
