Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.10,26.80,30.60,37.10,86.90,115.90,132.60,160.70
Child,2-3 years,21.70,27.50,33.30,40.50,94.00,119.30,144.30,175.40
Child,4-5 years,22.70,28.70,35.50,43.30,98.30,124.20,153.80,187.40
Child,6-8 years,28.80,39.20,48.20,56.90,124.90,170.00,208.90,246.50
Child,9-11 years,33.00,43.40,56.10,65.50,143.20,188.00,242.90,283.70
Male,12-13 years,35.10,49.50,61.70,72.70,152.10,214.30,267.20,315.00
Male,14-18 years,36.20,50.80,63.80,73.40,157.00,219.90,276.40,318.00
Male,19-50 years,39.00,50.30,62.90,77.10,169.10,217.90,272.80,334.30
Male,51-70 years,35.60,47.60,58.60,71.10,154.40,206.30,253.70,307.90
Male,71+ years,35.80,47.00,58.50,71.90,155.20,203.60,253.40,311.40
Female,12-13 years,35.30,42.90,51.90,63.00,152.80,186.00,224.90,273.00
Female,14-18 years,34.80,43.10,52.00,63.90,150.70,186.70,225.20,277.00
Female,19-50 years,34.70,43.70,53.80,69.00,150.30,189.30,233.00,299.10
Female,51-70 years,34.30,42.50,52.90,63.50,148.70,184.40,229.20,275.10
Female,71+ years,33.80,42.10,52.50,63.40,146.30,182.30,227.60,274.50
