Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.70,27.30,31.30,38.00,89.80,118.50,135.70,164.50
Child,2-3 years,22.00,27.60,33.40,40.60,95.20,119.80,144.90,175.80
Child,4-5 years,22.90,29.00,35.60,43.40,99.40,125.60,154.40,188.10
Child,6-8 years,29.10,39.00,48.10,56.60,126.00,168.80,208.30,245.00
Child,9-11 years,33.80,43.90,55.90,65.80,146.40,190.30,242.20,285.00
Male,12-13 years,35.70,49.70,61.50,72.70,154.60,215.30,266.60,315.10
Male,14-18 years,37.20,51.60,63.90,74.00,161.40,223.40,276.80,320.80
Male,19-50 years,39.80,50.90,63.50,77.20,172.60,220.30,275.20,334.60
Male,51-70 years,36.60,48.40,59.00,71.40,158.40,209.80,255.70,309.50
Male,71+ years,36.50,47.90,59.30,72.20,158.10,207.70,256.80,312.90
Female,12-13 years,35.90,43.60,52.10,63.30,155.50,188.90,226.00,274.20
Female,14-18 years,35.70,43.70,52.50,64.50,154.70,189.40,227.50,279.40
Female,19-50 years,35.50,44.40,54.30,69.90,153.80,192.50,235.40,303.00
Female,51-70 years,35.20,43.40,53.80,64.10,152.60,188.10,233.00,277.70
Female,71+ years,34.50,43.10,53.80,64.50,149.50,186.70,232.90,279.50
