Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.60,29.00,32.90,39.90,93.50,125.50,142.40,173.00
Child,2-3 years,23.40,29.70,36.00,43.80,101.60,128.60,155.90,189.80
Child,4-5 years,24.50,31.00,38.30,46.60,106.20,134.30,165.90,202.00
Child,6-8 years,31.30,42.90,52.10,61.50,135.80,185.80,226.00,266.40
Child,9-11 years,35.70,46.90,60.50,70.60,154.90,203.20,262.30,306.10
Male,12-13 years,38.10,53.90,67.40,78.90,165.20,233.40,292.10,341.90
Male,14-18 years,39.30,55.10,69.50,79.80,170.20,238.90,301.00,345.80
Male,19-50 years,42.40,54.70,68.50,83.90,183.70,237.20,296.90,363.70
Male,51-70 years,38.70,51.60,63.80,77.10,167.50,223.60,276.40,334.20
Male,71+ years,39.00,51.20,63.40,78.20,168.90,221.70,274.70,338.90
Female,12-13 years,38.20,46.60,55.90,68.20,165.70,202.10,242.20,295.60
Female,14-18 years,37.70,46.90,56.50,69.70,163.20,203.40,244.90,302.00
Female,19-50 years,37.70,47.60,58.70,74.90,163.40,206.20,254.30,324.70
Female,51-70 years,37.20,46.40,57.60,68.90,161.10,201.10,249.40,298.50
Female,71+ years,36.60,46.20,57.20,68.80,158.50,200.20,248.00,298.30
