Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.30,25.50,29.30,35.70,83.70,110.50,127.20,154.60
Child,2-3 years,20.40,25.80,31.20,37.90,88.50,111.90,135.20,164.10
Child,4-5 years,21.40,27.00,33.30,40.50,92.60,117.10,144.30,175.60
Child,6-8 years,27.10,36.30,44.90,52.80,117.20,157.40,194.60,229.00
Child,9-11 years,31.30,40.90,52.40,61.30,135.60,177.20,226.90,265.80
Male,12-13 years,33.00,46.10,57.00,67.70,142.80,199.90,247.10,293.20
Male,14-18 years,34.10,47.40,58.60,68.70,147.80,205.50,254.10,297.70
Male,19-50 years,36.60,47.30,58.50,71.60,158.60,204.90,253.50,310.10
Male,51-70 years,33.50,44.80,55.10,66.50,145.00,194.20,238.60,288.10
Male,71+ years,33.50,44.70,55.40,66.50,145.30,193.70,239.90,288.20
Female,12-13 years,32.90,40.10,48.60,58.70,142.40,173.80,210.60,254.10
Female,14-18 years,32.70,40.20,48.30,58.80,141.70,174.20,209.20,254.60
Female,19-50 years,32.90,41.20,50.30,64.80,142.70,178.70,217.80,281.00
Female,51-70 years,32.40,39.90,49.60,59.60,140.30,173.00,215.00,258.20
Female,71+ years,32.00,39.90,49.80,59.80,138.70,172.90,215.70,259.10
