Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.60,29.00,32.80,40.10,93.70,125.60,142.20,173.90
Child,2-3 years,23.70,30.20,36.50,44.40,102.50,130.80,158.20,192.30
Child,4-5 years,24.80,31.30,38.70,47.20,107.40,135.50,167.90,204.30
Child,6-8 years,31.50,43.30,52.90,62.40,136.30,187.80,229.10,270.30
Child,9-11 years,35.80,47.30,61.30,71.30,155.00,205.00,265.50,309.00
Male,12-13 years,38.40,54.20,68.00,79.70,166.20,234.90,294.60,345.50
Male,14-18 years,39.50,55.20,70.10,80.20,171.20,239.20,303.70,347.40
Male,19-50 years,42.60,54.90,68.80,84.50,184.50,237.80,298.30,366.00
Male,51-70 years,38.80,51.90,64.50,77.70,168.10,224.70,279.30,336.70
Male,71+ years,39.20,51.40,63.70,78.50,169.70,222.50,275.80,340.20
Female,12-13 years,38.40,46.90,56.50,68.90,166.50,203.40,244.60,298.70
Female,14-18 years,37.70,47.00,56.70,69.80,163.50,203.50,245.70,302.40
Female,19-50 years,37.90,47.70,58.80,75.20,164.10,206.50,254.90,325.90
Female,51-70 years,37.40,46.60,58.00,69.60,162.10,201.70,251.10,301.70
Female,71+ years,36.50,46.10,57.20,68.90,158.20,199.90,247.90,298.70
