Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.20,28.20,32.00,39.10,91.70,122.40,138.70,169.30
Child,2-3 years,23.20,29.30,35.50,43.20,100.40,126.80,153.80,187.20
Child,4-5 years,24.20,30.50,37.60,46.00,104.70,132.20,163.00,199.30
Child,6-8 years,30.90,42.50,51.40,60.80,133.90,184.20,222.80,263.30
Child,9-11 years,35.00,46.30,59.50,69.40,151.40,200.70,257.90,300.70
Male,12-13 years,37.70,53.30,66.80,78.00,163.20,231.00,289.50,338.10
Male,14-18 years,38.70,54.40,68.70,78.70,167.80,235.60,297.70,341.20
Male,19-50 years,41.70,54.00,67.60,83.00,180.90,233.90,292.80,359.50
Male,51-70 years,38.10,50.80,62.90,75.90,164.90,220.00,272.60,329.00
Male,71+ years,38.40,50.50,62.30,76.90,166.30,218.90,269.90,333.10
Female,12-13 years,37.70,46.00,54.90,67.40,163.40,199.20,237.80,291.80
Female,14-18 years,37.00,46.20,55.80,68.70,160.50,200.00,241.80,297.90
Female,19-50 years,37.10,46.80,57.80,73.80,160.80,202.90,250.60,319.60
Female,51-70 years,36.50,45.60,56.60,67.90,158.30,197.80,245.40,294.30
Female,71+ years,35.60,45.40,56.10,67.40,154.40,196.90,243.00,292.10
