Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,18.00,22.70,26.50,31.90,78.00,98.40,114.90,138.40
Child,2 years,18.00,22.40,26.70,32.30,78.00,97.10,115.80,139.80
Child,3-5 years,19.90,24.60,30.50,36.60,86.20,106.80,132.00,158.80
Child,6-8 years,25.00,33.20,41.00,48.00,108.40,143.90,177.80,207.90
Child,9-11 years,29.30,37.40,47.90,55.70,127.10,162.20,207.50,241.20
Male,12-14 years,30.60,42.30,52.40,61.70,132.50,183.20,227.00,267.40
Male,15-19 years,31.60,43.60,54.50,63.30,137.00,189.00,236.10,274.30
Male,20-50 years,33.80,43.50,54.30,66.30,146.40,188.60,235.10,287.10
Male,51 years and over,30.70,41.40,51.10,61.40,133.20,179.60,221.50,266.20
Female,12-19 years,30.50,36.60,44.50,53.60,132.30,158.40,192.60,232.30
Female,20-50 years,30.60,37.90,46.40,59.70,132.40,164.40,201.10,258.80
Female,51 years and over,30.00,36.90,46.00,55.10,130.20,159.90,199.20,238.60
