Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,15.80,19.40,22.80,27.60,68.50,84.10,98.80,119.60
Child,2 years,15.80,19.40,22.80,27.60,68.50,84.10,98.80,119.60
Child,3-5 years,17.10,21.30,26.30,31.60,74.10,92.30,114.00,136.90
Child,6-8 years,21.20,28.30,35.30,41.00,91.90,122.60,153.00,177.70
Child,9-11 years,25.30,32.10,41.10,47.50,109.60,139.10,178.10,205.80
Male,12-14 years,26.00,36.30,45.10,53.00,112.70,157.30,195.40,229.60
Male,15-19 years,26.80,37.50,46.70,53.90,116.10,162.50,202.40,233.50
Male,20-50 years,28.70,37.20,46.40,56.20,124.40,161.20,201.10,243.50
Male,51 years and over,25.90,35.40,43.60,52.30,112.20,153.40,188.90,226.60
Female,12-19 years,26.10,31.30,38.00,45.90,113.10,135.60,164.70,198.90
Female,20-50 years,26.10,32.50,39.60,50.80,113.10,140.80,171.60,220.10
Female,51 years and over,25.50,31.60,39.20,46.90,110.50,136.90,169.90,203.20
