Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.70,27.80,31.80,38.20,89.60,120.40,137.70,165.40
Child,2-3 years,22.20,28.20,34.10,41.40,96.10,122.20,147.50,179.50
Child,4-5 years,23.20,29.40,36.50,44.00,100.50,127.20,158.00,190.60
Child,6-8 years,29.60,40.20,49.40,57.90,128.10,174.30,213.90,250.70
Child,9-11 years,34.10,44.10,57.50,67.20,147.90,190.90,249.30,291.30
Male,12-13 years,35.90,50.70,63.10,74.40,155.80,219.50,273.20,322.50
Male,14-18 years,37.20,52.10,65.10,75.40,161.20,225.90,282.20,326.60
Male,19-50 years,40.00,51.60,64.40,78.90,173.20,223.60,278.90,342.00
Male,51-70 years,36.50,48.90,60.00,72.90,158.30,211.80,259.80,316.00
Male,71+ years,36.60,48.20,60.20,73.80,158.70,208.70,260.90,319.80
Female,12-13 years,36.00,44.00,53.40,64.40,155.90,190.40,231.20,279.00
Female,14-18 years,35.70,44.20,53.10,65.40,154.50,191.70,230.00,283.40
Female,19-50 years,35.50,44.80,55.20,70.80,153.90,194.20,239.10,306.70
Female,51-70 years,35.20,43.70,54.20,64.90,152.60,189.30,234.80,281.20
Female,71+ years,35.00,43.30,54.10,65.20,151.50,187.50,234.50,282.70
