Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,18.30,23.20,26.90,32.80,79.40,100.70,116.70,142.30
Child,2 years,18.30,22.80,27.20,32.80,79.50,98.90,118.00,142.30
Child,3-5 years,20.30,25.00,30.90,37.50,87.90,108.50,133.80,162.50
Child,6-8 years,25.70,34.00,42.00,49.10,111.20,147.50,182.00,212.70
Child,9-11 years,30.00,38.20,48.80,57.10,130.10,165.60,211.50,247.50
Male,12-14 years,31.20,43.20,53.20,63.30,135.20,187.00,230.40,274.40
Male,15-19 years,32.50,44.70,55.30,64.70,140.80,193.60,239.80,280.40
Male,20-50 years,34.60,44.40,55.30,67.60,150.10,192.20,239.40,293.00
Male,51 years and over,31.50,42.20,52.00,62.80,136.70,183.10,225.50,272.10
Female,12-19 years,31.00,37.40,45.10,54.90,134.50,162.00,195.50,238.00
Female,20-50 years,31.20,38.70,47.20,60.90,135.20,167.60,204.70,263.90
Female,51 years and over,30.70,37.50,46.70,56.20,132.90,162.70,202.40,243.70
