Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1-2 years,15.50,19.10,22.40,27.30,67.20,82.80,97.10,118.30
Child,3-5 years,16.80,20.90,25.90,31.10,72.80,90.60,112.20,134.80
Child,6-8 years,20.70,27.80,34.60,40.20,89.70,120.50,149.90,174.20
Child,9-11 years,24.60,31.50,40.10,46.60,106.60,136.50,173.80,201.90
Male,12-14 years,25.40,35.50,44.00,51.60,110.10,153.80,190.70,223.60
Male,15-19 years,26.10,36.40,45.50,52.50,113.10,157.70,197.20,227.50
Male,20-50 years,28.10,36.20,45.10,54.70,121.80,156.90,195.40,237.00
Male,51 years and over,25.30,34.60,42.60,51.10,109.60,149.90,184.60,221.40
Female,12-19 years,25.40,30.50,37.00,44.80,110.10,132.20,160.30,194.10
Female,20-50 years,25.40,31.60,38.60,49.40,110.10,136.90,167.30,214.10
Female,51 years and over,24.90,30.80,38.30,45.90,107.90,133.50,166.00,198.90
