Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.30,28.10,32.00,39.00,92.10,121.90,138.50,169.10
Child,2-3 years,23.20,29.30,35.50,43.10,100.60,126.80,153.80,187.00
Child,4-5 years,24.20,30.50,37.60,46.00,104.70,132.20,162.80,199.10
Child,6-8 years,30.80,42.30,51.30,60.70,133.50,183.40,222.20,262.80
Child,9-11 years,34.90,46.40,59.30,69.30,151.30,201.10,257.10,300.30
Male,12-13 years,37.70,53.30,66.60,77.90,163.20,230.80,288.60,337.40
Male,14-18 years,38.90,54.40,68.60,78.70,168.40,235.80,297.30,341.00
Male,19-50 years,41.70,53.90,67.30,82.80,180.70,233.40,291.70,359.00
Male,51-70 years,38.20,50.80,62.60,75.80,165.30,220.20,271.00,328.20
Male,71+ years,38.40,50.60,62.20,76.70,166.20,219.40,269.30,332.20
Female,12-13 years,37.80,46.00,54.80,67.30,163.60,199.50,237.50,291.40
Female,14-18 years,37.20,46.10,55.90,68.70,161.10,199.80,242.00,297.80
Female,19-50 years,37.10,46.80,57.70,73.80,160.70,202.60,250.20,319.70
Female,51-70 years,36.60,45.60,56.60,67.90,158.60,197.80,245.10,294.10
Female,71+ years,35.60,45.40,56.00,67.40,154.10,196.80,242.60,291.80
