Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.20,28.20,32.00,38.90,91.70,122.30,138.70,168.50
Child,2-3 years,23.10,29.10,35.30,43.10,100.30,126.20,153.00,186.70
Child,4-5 years,24.10,30.40,37.40,45.60,104.20,131.70,162.30,197.50
Child,6-8 years,30.80,42.20,51.10,60.10,133.40,183.00,221.40,260.60
Child,9-11 years,34.90,45.90,59.20,69.00,151.40,199.00,256.30,298.90
Male,12-13 years,37.60,53.10,66.30,77.50,162.70,229.90,287.30,335.90
Male,14-18 years,38.80,54.40,68.40,78.30,168.10,235.70,296.50,339.40
Male,19-50 years,41.70,53.80,67.20,82.70,180.50,233.00,291.40,358.40
Male,51-70 years,38.10,50.70,62.40,75.50,165.10,219.50,270.30,327.10
Male,71+ years,38.30,50.50,62.10,76.60,165.80,218.60,268.90,332.00
Female,12-13 years,37.60,45.90,54.70,67.00,163.00,198.70,237.00,290.10
Female,14-18 years,37.10,46.10,55.80,68.70,160.70,199.80,241.60,297.60
Female,19-50 years,37.00,46.60,57.60,73.50,160.20,202.10,249.70,318.70
Female,51-70 years,36.50,45.50,56.30,67.40,158.10,197.30,244.10,292.00
Female,71+ years,35.60,45.30,55.90,67.20,154.40,196.40,242.30,291.10
