Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,16.50,20.30,23.90,28.90,71.50,88.00,103.60,125.20
Child,2 years,16.50,20.30,23.90,28.90,71.50,88.00,103.60,125.20
Child,3-5 years,18.10,22.30,27.70,33.10,78.40,96.60,120.00,143.40
Child,6-8 years,22.50,29.80,37.10,43.10,97.50,129.10,160.80,186.80
Child,9-11 years,26.60,33.80,43.20,49.90,115.30,146.50,187.20,216.20
Male,12-14 years,27.60,38.20,47.20,55.60,119.60,165.50,204.50,240.90
Male,15-19 years,28.60,39.40,49.10,56.60,123.90,170.70,212.80,245.20
Male,20-50 years,30.50,39.30,48.90,59.20,132.20,170.30,211.90,256.50
Male,51 years and over,27.50,37.40,45.90,55.10,119.20,162.10,198.90,238.70
Female,12-19 years,27.60,32.80,39.80,48.10,119.60,142.10,172.50,208.40
Female,20-50 years,27.50,34.30,41.70,53.40,119.20,148.60,180.70,231.40
Female,51 years and over,26.90,33.30,41.20,49.30,116.60,144.30,178.50,213.60
