Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.10,27.90,31.90,38.60,91.40,120.90,138.20,167.30
Child,2-3 years,22.70,28.90,34.90,42.40,98.60,125.30,151.00,183.60
Child,4-5 years,23.80,30.00,37.10,44.90,103.20,130.00,160.70,194.60
Child,6-8 years,30.10,41.10,50.30,59.10,130.50,178.10,218.10,256.20
Child,9-11 years,34.50,45.30,58.40,68.20,149.50,196.20,252.90,295.60
Male,12-13 years,36.80,51.90,64.40,76.00,159.50,224.90,279.20,329.10
Male,14-18 years,38.30,53.30,66.50,76.90,165.90,230.90,288.30,333.10
Male,19-50 years,40.90,52.60,65.60,80.40,177.10,227.90,284.30,348.20
Male,51-70 years,37.40,49.90,61.20,74.20,162.20,216.20,265.20,321.50
Male,71+ years,37.40,49.40,61.00,74.60,162.20,213.90,264.20,323.30
Female,12-13 years,36.90,45.00,54.10,65.80,159.70,195.10,234.50,285.30
Female,14-18 years,36.50,45.00,54.00,66.60,158.10,195.00,234.10,288.50
Female,19-50 years,36.40,45.70,56.00,72.00,157.60,198.00,242.80,312.00
Female,51-70 years,36.00,44.70,55.30,66.40,156.10,193.50,239.70,287.60
Female,71+ years,35.20,44.30,54.90,66.10,152.50,191.80,238.10,286.40
