Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,18.20,23.10,26.80,32.40,78.70,99.90,116.20,140.50
Child,2 years,18.20,22.70,27.10,32.70,78.90,98.50,117.60,141.70
Child,3-5 years,20.20,25.00,30.80,37.30,87.50,108.30,133.50,161.60
Child,6-8 years,25.60,33.90,41.90,48.90,110.90,147.00,181.60,211.90
Child,9-11 years,30.00,38.10,48.80,57.00,129.80,165.20,211.40,246.90
Male,12-14 years,31.10,43.10,53.10,63.20,135.00,186.70,230.30,273.60
Male,15-19 years,32.40,44.60,55.40,64.70,140.50,193.50,240.00,280.10
Male,20-50 years,34.60,44.40,55.30,67.60,149.80,192.20,239.60,293.10
Male,51 years and over,31.50,42.20,52.00,62.80,136.30,182.80,225.30,272.10
Female,12-19 years,31.00,37.30,45.10,54.80,134.30,161.70,195.20,237.50
Female,20-50 years,31.20,38.60,47.20,60.90,135.10,167.40,204.60,263.80
Female,51 years and over,30.60,37.50,46.70,56.20,132.70,162.50,202.20,243.60
