Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,15.60,19.20,22.50,27.40,67.60,83.20,97.50,118.70
Child,2 years,15.60,19.20,22.50,27.40,67.60,83.20,97.50,118.70
Child,3-5 years,16.90,21.00,26.00,31.20,73.20,91.00,112.70,135.20
Child,6-8 years,20.90,28.00,34.80,40.50,90.60,121.30,150.80,175.50
Child,9-11 years,24.90,31.70,40.50,47.00,107.90,137.40,175.50,203.70
Male,12-14 years,25.60,35.80,44.40,52.20,110.90,155.10,192.40,226.20
Male,15-19 years,26.40,36.90,46.00,53.10,114.40,159.90,199.30,230.10
Male,20-50 years,28.30,36.60,45.70,55.40,122.60,158.60,198.00,240.00
Male,51 years and over,25.50,34.90,43.00,51.60,110.50,151.20,186.30,223.60
Female,12-19 years,25.70,30.90,37.50,45.30,111.40,133.90,162.50,196.30
Female,20-50 years,25.60,32.00,39.00,50.10,110.90,138.70,169.00,217.10
Female,51 years and over,25.20,31.10,38.70,46.40,109.20,134.80,167.70,201.10
