Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.80,26.20,30.10,36.50,85.90,113.60,130.40,158.30
Child,2-3 years,20.90,26.40,31.90,38.70,90.70,114.40,138.40,167.90
Child,4-5 years,21.90,27.70,34.10,41.50,94.90,120.10,147.80,180.00
Child,6-8 years,27.80,37.10,46.00,54.10,120.30,160.70,199.10,234.40
Child,9-11 years,32.30,42.00,53.60,62.90,139.80,181.80,232.20,272.70
Male,12-13 years,33.90,47.30,58.40,69.30,146.80,204.90,253.20,300.40
Male,14-18 years,35.20,48.90,60.40,70.50,152.40,212.00,261.50,305.50
Male,19-50 years,37.80,48.50,60.30,73.40,163.60,210.30,261.20,318.10
Male,51-70 years,34.50,46.10,56.30,68.20,149.60,199.60,244.00,295.60
Male,71+ years,34.50,45.70,56.70,68.50,149.70,197.90,245.60,297.00
Female,12-13 years,34.00,41.30,49.80,60.20,147.20,179.00,216.00,260.80
Female,14-18 years,33.80,41.50,49.70,60.80,146.30,179.80,215.20,263.60
Female,19-50 years,33.80,42.40,51.60,66.60,146.40,183.80,223.70,288.70
Female,51-70 years,33.30,41.20,51.00,61.10,144.40,178.40,221.10,264.60
Female,71+ years,33.00,41.00,51.30,61.60,142.90,177.80,222.20,266.80
