Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.60,29.00,32.90,39.90,93.50,125.50,142.30,172.70
Child,2-3 years,23.40,29.60,35.80,43.60,101.40,128.20,155.30,189.00
Child,4-5 years,24.40,30.90,38.20,46.40,105.80,133.90,165.40,201.10
Child,6-8 years,31.30,42.90,52.00,61.20,135.60,185.70,225.30,265.10
Child,9-11 years,35.70,46.70,60.40,70.40,154.60,202.40,261.50,305.10
Male,12-13 years,38.10,53.80,67.30,78.80,165.00,233.10,291.70,341.20
Male,14-18 years,39.20,55.00,69.20,79.70,169.60,238.20,300.00,345.30
Male,19-50 years,42.30,54.60,68.30,83.80,183.10,236.70,296.20,362.90
Male,51-70 years,38.60,51.50,63.70,76.90,167.10,223.00,276.00,333.40
Male,71+ years,38.90,51.10,63.40,78.00,168.40,221.40,274.60,337.90
Female,12-13 years,38.10,46.40,55.80,68.00,165.30,201.20,241.70,294.90
Female,14-18 years,37.60,46.80,56.40,69.50,162.80,202.70,244.30,300.90
Female,19-50 years,37.60,47.40,58.60,74.70,163.00,205.60,253.90,323.70
Female,51-70 years,37.10,46.20,57.40,68.70,160.70,200.30,248.60,297.50
Female,71+ years,36.50,46.10,57.10,68.70,158.30,199.60,247.50,297.50
