Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,15.90,19.40,22.90,27.70,68.90,84.10,99.20,120.00
Child,2 years,15.90,19.40,22.90,27.70,68.90,84.10,99.20,120.00
Child,3-5 years,17.20,21.40,26.40,31.70,74.50,92.70,114.40,137.40
Child,6-8 years,21.30,28.40,35.40,41.20,92.30,123.10,153.40,178.50
Child,9-11 years,25.40,32.20,41.30,47.80,110.10,139.50,179.00,207.10
Male,12-14 years,26.20,36.50,45.20,53.20,113.50,158.20,195.90,230.50
Male,15-19 years,26.90,37.60,46.90,54.10,116.60,162.90,203.20,234.40
Male,20-50 years,28.80,37.40,46.60,56.50,124.80,162.10,201.90,244.80
Male,51 years and over,26.00,35.60,43.80,52.60,112.70,154.30,189.80,227.90
Female,12-19 years,26.20,31.40,38.20,46.10,113.50,136.10,165.50,199.80
Female,20-50 years,26.20,32.70,39.80,51.00,113.50,141.70,172.50,221.00
Female,51 years and over,25.60,31.70,39.40,47.10,110.90,137.40,170.70,204.10
