Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.40,28.90,32.80,39.90,92.90,125.20,141.90,172.90
Child,2-3 years,23.50,30.00,36.30,44.20,102.00,130.10,157.30,191.30
Child,4-5 years,24.60,31.10,38.60,46.90,106.70,134.80,167.20,203.20
Child,6-8 years,31.40,43.30,52.70,62.10,135.90,187.50,228.30,268.90
Child,9-11 years,35.70,47.00,61.00,71.10,154.70,203.60,264.40,308.10
Male,12-13 years,38.20,54.00,67.90,79.50,165.60,234.20,294.10,344.40
Male,14-18 years,39.30,55.10,70.00,80.00,170.50,238.60,303.20,346.60
Male,19-50 years,42.50,54.80,68.70,84.20,184.00,237.30,297.80,365.00
Male,51-70 years,38.70,51.70,64.40,77.50,167.60,224.10,279.20,335.90
Male,71+ years,39.10,51.20,63.60,78.40,169.30,221.80,275.70,339.90
Female,12-13 years,38.20,46.80,56.30,68.70,165.60,202.70,243.80,297.70
Female,14-18 years,37.60,46.90,56.50,69.60,162.80,203.00,244.90,301.50
Female,19-50 years,37.80,47.50,58.70,75.00,163.70,205.90,254.50,324.80
Female,51-70 years,37.40,46.40,57.90,69.40,161.80,201.20,250.70,300.60
Female,71+ years,36.50,46.00,57.10,68.80,158.10,199.40,247.50,298.00
