Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.20,28.30,32.20,39.00,91.90,122.70,139.50,169.10
Child,2-3 years,23.00,29.10,35.20,43.00,99.70,126.20,152.60,186.20
Child,4-5 years,24.00,30.30,37.40,45.50,104.10,131.40,162.30,197.20
Child,6-8 years,30.60,41.90,50.90,59.90,132.70,181.60,220.80,259.80
Child,9-11 years,35.00,45.70,59.10,69.00,151.50,198.20,256.10,298.90
Male,12-13 years,37.30,52.70,65.60,77.10,161.80,228.30,284.40,334.10
Male,14-18 years,38.80,54.20,68.00,78.00,168.10,234.70,294.50,338.00
Male,19-50 years,41.60,53.50,66.90,82.10,180.10,231.70,289.90,355.60
Male,51-70 years,38.00,50.50,62.10,75.30,164.70,218.90,269.10,326.30
Male,71+ years,38.10,50.00,61.80,76.30,165.00,216.80,267.70,330.40
Female,12-13 years,37.50,45.70,54.80,66.80,162.30,198.00,237.20,289.50
Female,14-18 years,37.00,45.90,55.30,68.20,160.20,198.80,239.60,295.50
Female,19-50 years,36.80,46.40,57.10,73.10,159.50,201.20,247.50,316.90
Female,51-70 years,36.50,45.30,56.10,67.20,158.00,196.40,243.10,291.10
Female,71+ years,35.60,44.90,55.70,67.00,154.40,194.50,241.30,290.20
