Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.80,27.40,31.40,38.20,90.00,118.90,136.10,165.60
Child,2-3 years,22.10,27.90,33.70,40.90,95.70,120.70,145.90,177.00
Child,4-5 years,23.10,29.20,35.90,43.80,100.10,126.40,155.50,189.80
Child,6-8 years,29.30,39.30,48.40,57.10,126.80,170.30,209.80,247.50
Child,9-11 years,34.00,44.30,56.30,66.40,147.20,192.00,243.90,287.50
Male,12-13 years,35.90,50.10,62.10,73.40,155.60,217.10,269.00,318.00
Male,14-18 years,37.60,52.00,64.50,74.70,163.00,225.30,279.60,323.80
Male,19-50 years,40.20,51.30,64.00,77.80,174.00,222.20,277.20,337.30
Male,51-70 years,36.90,48.80,59.50,72.00,159.70,211.50,257.80,312.20
Male,71+ years,36.80,48.30,59.70,72.80,159.30,209.20,258.60,315.50
Female,12-13 years,36.10,44.00,52.50,63.80,156.40,190.70,227.60,276.50
Female,14-18 years,35.90,44.00,52.90,65.00,155.70,190.80,229.00,281.60
Female,19-50 years,35.70,44.80,54.70,70.50,154.90,194.10,237.10,305.30
Female,51-70 years,35.50,43.80,54.20,64.70,153.90,189.60,235.10,280.40
Female,71+ years,34.70,43.40,54.10,64.90,150.20,187.90,234.40,281.40
