Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1-2 years,14.90,18.20,21.30,25.80,64.40,78.90,92.30,111.90
Child,3-5 years,16.10,19.90,24.60,29.50,69.60,86.30,106.50,127.70
Child,6-8 years,19.70,26.40,32.90,38.30,85.40,114.30,142.60,165.90
Child,9-11 years,23.40,30.00,38.30,44.40,101.50,129.80,165.80,192.40
Male,12-14 years,24.30,33.80,42.00,49.40,105.10,146.60,181.80,213.90,FEMALE:,24.30,29.20,35.40,42.70,105.40,126.50,153.20,185.10
Male,15-19 years,25.10,34.90,43.30,50.10,108.60,151.00,187.80,217.20,12-19 years,24.40,30.30,36.70,47.10,105.60,131.20,159.20,204.00
Male,20-50 years,27.00,34.50,43.10,52.10,116.90,149.60,186.60,226.00,20-50 years,24.00,29.40,36.40,43.60,103.90,127.30,157.80,188.80
Female,12-19 years,24.30,29.20,35.40,42.70,105.40,126.50,153.20,185.10
Female,20-50 years,24.40,30.30,36.70,47.10,105.60,131.20,159.20,204.00
Female,51 years and over,24.00,29.40,36.40,43.60,103.90,127.30,157.80,188.80
