Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.10,26.70,30.60,37.00,87.20,115.80,132.80,160.50
Child,2-3 years,21.70,27.30,33.10,40.30,94.10,118.20,143.60,174.50
Child,4-5 years,22.50,28.50,35.30,43.00,97.50,123.60,153.00,186.50
Child,6-8 years,28.70,38.60,47.90,56.50,124.20,167.40,207.40,244.70
Child,9-11 years,33.00,43.20,55.80,65.20,142.90,187.10,241.60,282.40
Male,12-13 years,35.10,49.30,61.40,72.40,151.90,213.60,266.20,313.70
Male,14-18 years,36.20,50.80,63.50,72.90,157.00,220.30,275.30,315.70
Male,19-50 years,38.90,50.20,62.70,76.80,168.60,217.40,271.60,332.80
Male,51-70 years,35.60,47.50,58.10,70.60,154.10,205.70,251.80,306.10
Male,71+ years,35.70,46.80,58.30,71.70,154.90,202.80,252.60,310.70
Female,12-13 years,35.20,42.80,51.70,62.50,152.50,185.60,223.90,270.80
Female,14-18 years,34.70,43.10,51.90,63.80,150.50,186.50,224.90,276.40
Female,19-50 years,34.60,43.60,53.70,68.90,149.80,188.80,232.60,298.40
Female,51-70 years,34.20,42.50,52.80,63.10,148.30,183.90,228.60,273.20
Female,71+ years,33.70,42.00,52.40,63.20,146.20,181.90,227.00,273.70
