Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,16.70,20.30,23.90,28.90,72.40,88.00,103.60,125.20
Child,2 years,16.70,20.30,23.90,28.90,72.40,88.00,103.60,125.20
Child,3-5 years,18.10,22.40,27.70,33.10,78.40,97.10,120.00,143.40
Child,6-8 years,22.70,29.80,37.10,43.10,98.40,129.10,160.80,186.80
Child,9-11 years,26.80,33.80,43.30,50.00,116.10,146.50,187.60,216.70
Male,12-14 years,27.80,38.20,47.30,55.70,120.50,165.50,205.00,241.30
Male,15-19 years,28.80,39.50,49.20,56.80,124.80,171.20,213.20,246.10
Male,20-50 years,30.70,39.40,49.00,59.30,133.00,170.70,212.30,256.90
Male,51 years and over,27.60,37.50,46.00,55.20,119.60,162.50,199.30,239.20
Female,12-19 years,27.70,32.90,40.00,48.20,120.00,142.60,173.30,208.90
Female,20-50 years,27.70,34.40,41.80,53.60,120.00,149.10,181.10,232.20
Female,51 years and over,27.00,33.40,41.40,49.40,117.00,144.70,179.40,214.10
