Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.10,26.40,30.20,36.50,87.10,114.30,131.00,158.10
Child,2-3 years,21.70,27.10,32.90,39.90,93.80,117.60,142.40,173.10
Child,4-5 years,22.40,28.40,35.00,42.70,97.20,122.80,151.70,185.00
Child,6-8 years,28.60,38.70,47.70,56.20,123.80,167.70,206.60,243.30
Child,9-11 years,32.70,43.10,55.20,64.60,141.60,186.60,239.30,280.00
Male,12-13 years,35.00,49.20,61.10,72.00,151.50,213.10,264.60,311.80
Male,14-18 years,36.30,50.80,63.70,72.70,157.30,220.30,275.90,314.80
Male,19-50 years,38.90,50.00,62.70,76.80,168.40,216.50,271.80,332.90
Male,51-70 years,35.60,47.30,58.10,70.30,154.00,205.20,251.90,304.50
Male,71+ years,35.80,46.80,58.00,71.70,155.20,202.70,251.50,310.50
Female,12-13 years,35.20,42.80,51.20,62.40,152.70,185.40,221.80,270.30
Female,14-18 years,34.70,42.90,52.00,63.80,150.40,185.90,225.40,276.50
Female,19-50 years,34.50,43.40,53.50,68.60,149.60,187.90,231.80,297.10
Female,51-70 years,34.20,42.40,52.70,62.70,148.30,183.60,228.40,271.50
Female,71+ years,33.40,41.90,52.10,62.70,144.70,181.50,225.70,271.70
