Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,16.60,20.50,24.10,29.20,71.90,88.80,104.40,126.50
Child,2 years,16.70,20.50,24.10,29.20,72.40,88.80,104.40,126.50
Child,3-5 years,18.10,22.50,27.80,33.30,78.40,97.50,120.50,144.30
Child,6-8 years,22.60,29.90,37.30,43.30,97.90,129.60,161.60,187.60
Child,9-11 years,26.80,33.90,43.40,50.20,116.10,146.90,188.10,217.50
Male,12-14 years,27.80,38.30,47.50,55.90,120.50,166.00,205.80,242.20
Male,15-19 years,28.70,39.60,49.30,56.90,124.40,171.60,213.60,246.50
Male,20-50 years,30.70,39.40,49.00,59.40,133.00,170.70,212.30,257.40
Male,51 years and over,27.70,37.50,46.10,55.40,120.00,162.50,199.80,240.00
Female,12-19 years,27.70,33.00,40.10,48.40,120.00,143.00,173.80,209.70
Female,20-50 years,27.60,34.40,41.90,53.70,119.60,149.10,181.60,232.70
Female,51 years and over,27.00,33.50,41.50,49.60,117.00,145.20,179.80,214.90
