Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,17.90,22.40,26.20,31.50,77.60,96.90,113.60,136.40
Child,2 years,17.80,22.00,26.10,31.70,77.00,95.30,113.20,137.50
Child,3-5 years,19.50,24.20,30.00,35.90,84.60,105.00,129.90,155.60
Child,6-8 years,24.30,32.40,40.00,46.80,105.20,140.40,173.10,202.60
Child,9-11 years,28.60,36.50,46.70,54.20,123.70,158.40,202.20,234.70
Male,12-14 years,29.80,41.40,51.30,60.00,129.10,179.30,222.40,260.00
Male,15-19 years,30.60,42.50,53.20,61.60,132.70,184.10,230.50,266.80
Male,20-50 years,32.70,42.30,52.70,64.30,141.60,183.40,228.20,278.60
Male,51 years and over,29.60,40.20,49.60,59.50,128.20,174.30,215.10,257.60
Female,12-19 years,29.80,35.60,43.40,52.10,129.20,154.50,188.10,225.70
Female,20-50 years,29.70,36.80,45.10,58.10,128.80,159.60,195.30,251.60
Female,51 years and over,29.10,35.80,44.60,53.40,126.00,155.10,193.40,231.20
