Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.50,25.90,29.80,36.30,84.70,112.40,129.30,157.50
Child,2-3 years,20.60,26.10,31.60,38.30,89.30,113.10,136.80,165.90
Child,4-5 years,21.60,27.40,33.80,41.10,93.60,118.50,146.30,178.20
Child,6-8 years,27.40,36.70,45.40,53.60,118.60,158.80,196.70,232.10
Child,9-11 years,31.80,41.40,53.10,62.30,138.00,179.50,230.00,270.00
Male,12-13 years,33.30,46.50,57.60,68.50,144.40,201.50,249.70,296.70
Male,14-18 years,34.40,47.90,59.30,69.60,149.20,207.50,257.00,301.50
Male,19-50 years,37.10,47.80,59.20,72.40,160.70,207.30,256.50,313.70
Male,51-70 years,33.90,45.40,55.60,67.40,147.00,196.80,240.80,292.00
Male,71+ years,34.00,45.20,56.20,67.60,147.10,195.70,243.30,292.80
Female,12-13 years,33.30,40.60,49.30,59.30,144.30,176.00,213.80,257.20
Female,14-18 years,33.20,40.80,48.90,59.60,143.70,176.60,212.10,258.50
Female,19-50 years,33.30,41.80,51.00,65.80,144.40,181.10,220.80,285.10
Female,51-70 years,32.80,40.40,50.30,60.40,142.20,175.20,217.80,261.80
Female,71+ years,32.60,40.40,50.60,60.80,141.30,174.90,219.10,263.60
