Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.20,26.90,30.80,37.10,87.40,116.60,133.70,160.80
Child,2-3 years,21.70,27.20,33.00,40.20,93.90,117.80,143.00,174.10
Child,4-5 years,22.50,28.50,35.30,42.90,97.30,123.40,152.80,185.70
Child,6-8 years,28.80,38.80,47.80,56.20,124.60,168.20,207.20,243.60
Child,9-11 years,33.10,43.00,55.70,65.20,143.60,186.50,241.40,282.30
Male,12-13 years,35.10,49.30,61.40,72.30,152.00,213.60,266.20,313.40
Male,14-18 years,36.20,50.90,63.60,73.10,156.90,220.70,275.50,316.80
Male,19-50 years,39.00,50.30,62.90,77.00,168.80,218.00,272.30,333.80
Male,51-70 years,35.60,47.50,58.20,70.70,154.50,206.00,252.40,306.40
Male,71+ years,35.80,46.90,58.60,72.00,155.20,203.40,253.90,312.10
Female,12-13 years,35.20,42.80,51.70,62.50,152.60,185.50,224.00,270.80
Female,14-18 years,34.80,43.20,52.10,64.00,150.90,187.10,225.80,277.30
Female,19-50 years,34.60,43.70,53.90,69.00,150.10,189.30,233.60,299.00
Female,51-70 years,34.30,42.50,52.80,63.00,148.60,184.20,228.80,272.80
Female,71+ years,34.00,42.10,52.60,63.40,147.20,182.60,228.10,274.80
