Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.80,26.00,29.80,36.10,85.70,112.90,129.30,156.50
Child,2-3 years,21.50,26.80,32.50,39.60,93.00,116.10,141.00,171.50
Child,4-5 years,22.20,28.10,34.60,42.40,96.10,121.60,149.80,183.70
Child,6-8 years,28.30,38.30,47.10,55.70,122.70,166.10,204.20,241.20
Child,9-11 years,32.30,42.70,54.60,63.90,140.00,185.00,236.70,276.80
Male,12-13 years,34.60,48.80,60.70,71.40,150.10,211.30,263.00,309.20
Male,14-18 years,35.90,50.40,63.10,72.00,155.70,218.30,273.50,311.80
Male,19-50 years,38.50,49.60,62.20,76.20,166.80,214.70,269.30,330.40
Male,51-70 years,35.20,46.80,57.40,69.60,152.50,203.00,248.90,301.40
Male,71+ years,35.40,46.40,57.40,70.90,153.50,200.90,248.80,307.30
Female,12-13 years,34.90,42.40,50.60,61.80,151.20,183.60,219.30,267.60
Female,14-18 years,34.30,42.50,51.70,63.40,148.80,184.30,223.80,274.50
Female,19-50 years,34.10,43.00,53.10,68.00,148.00,186.30,229.90,294.50
Female,51-70 years,33.80,41.90,52.10,62.00,146.40,181.60,225.80,268.80
Female,71+ years,33.00,41.50,51.50,62.00,142.80,179.70,223.10,268.50
