Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,16.10,19.80,23.20,28.20,69.80,85.80,100.50,122.20
Child,2 years,16.00,19.80,23.20,28.20,69.30,85.80,100.50,122.20
Child,3-5 years,17.30,21.70,26.80,32.10,75.00,94.00,116.10,139.10
Child,6-8 years,21.50,28.80,35.90,41.70,93.20,124.80,155.60,180.70
Child,9-11 years,25.30,32.70,41.80,48.40,109.60,141.70,181.10,209.70
Male,12-14 years,26.20,36.90,45.70,53.80,113.50,159.90,198.00,233.10
Male,15-19 years,27.00,38.00,47.40,54.70,117.00,164.70,205.40,237.00
Male,20-50 years,28.90,37.90,47.20,57.20,125.20,164.20,204.50,247.80
Male,51 years and over,26.40,36.10,44.50,53.40,114.40,156.40,192.80,231.40
Female,12-19 years,26.30,31.80,38.60,46.70,114.00,137.80,167.30,202.40
Female,20-50 years,26.20,33.20,40.40,51.90,113.50,143.90,175.10,224.90
Female,51 years and over,26.00,32.30,40.10,48.00,112.70,140.00,173.80,208.00
