Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.10,28.10,31.90,38.90,91.50,121.80,138.20,168.50
Child,2-3 years,23.20,29.20,35.40,43.20,100.40,126.60,153.50,187.00
Child,4-5 years,24.10,30.40,37.50,45.90,104.50,131.90,162.70,198.80
Child,6-8 years,30.80,42.40,51.30,60.60,133.50,183.80,222.30,262.70
Child,9-11 years,34.90,46.20,59.40,69.20,151.10,200.30,257.30,299.90
Male,12-13 years,37.60,53.20,66.60,77.80,162.90,230.50,288.60,337.20
Male,14-18 years,38.70,54.40,68.70,78.50,167.80,235.50,297.50,340.30
Male,19-50 years,41.70,53.80,67.40,82.80,180.60,233.20,292.00,358.90
Male,51-70 years,38.00,50.70,62.70,75.70,164.90,219.60,271.60,328.10
Male,71+ years,38.30,50.40,62.00,76.80,166.10,218.40,268.80,332.70
Female,12-13 years,37.70,45.90,54.80,67.20,163.30,199.10,237.30,291.20
Female,14-18 years,37.00,46.10,55.80,68.70,160.40,199.80,241.70,297.70
Female,19-50 years,37.00,46.70,57.70,73.60,160.40,202.40,250.00,318.90
Female,51-70 years,36.50,45.60,56.50,67.80,158.20,197.50,245.00,293.60
Female,71+ years,35.50,45.30,55.90,67.20,154.00,196.40,242.30,291.40
