Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.70,26.00,29.90,36.20,85.60,112.70,129.60,156.80
Child,2-3 years,20.90,26.30,31.80,38.40,90.40,113.80,137.70,166.50
Child,4-5 years,21.80,27.60,33.90,41.20,94.40,119.50,146.90,178.60
Child,6-8 years,27.70,36.90,45.70,53.70,119.80,160.00,198.20,232.50
Child,9-11 years,32.10,41.70,53.20,62.50,139.00,180.90,230.50,270.70
Male,12-13 years,33.70,47.10,58.10,68.90,146.20,204.10,251.70,298.60
Male,14-18 years,35.00,48.70,59.90,70.20,151.70,211.00,259.70,304.10
Male,19-50 years,37.50,48.30,60.00,73.00,162.50,209.10,260.00,316.40
Male,51-70 years,34.30,45.90,56.10,67.80,148.80,198.80,242.90,293.80
Male,71+ years,34.30,45.60,56.50,67.90,148.80,197.60,244.70,294.40
Female,12-13 years,33.80,41.10,49.50,59.90,146.60,177.90,214.50,259.50
Female,14-18 years,33.60,41.20,49.40,60.40,145.70,178.70,213.90,261.80
Female,19-50 years,33.60,42.20,51.30,66.20,145.80,182.70,222.40,287.00
Female,51-70 years,33.10,41.00,50.70,60.60,143.60,177.60,219.80,262.70
Female,71+ years,32.80,40.90,51.00,61.20,142.10,177.20,221.00,265.00
