Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.20,27.00,30.90,37.00,87.30,116.80,134.00,160.50
Child,2-3 years,21.60,27.20,33.00,40.20,93.80,118.00,143.10,174.20
Child,4-5 years,22.40,28.50,35.30,42.80,97.20,123.30,153.10,185.40
Child,6-8 years,28.80,39.00,47.90,56.30,124.60,169.00,207.70,243.70
Child,9-11 years,33.10,42.90,55.80,65.20,143.50,185.90,241.90,282.40
Male,12-13 years,35.00,49.30,61.40,72.30,151.70,213.50,266.00,313.40
Male,14-18 years,36.10,50.80,63.60,73.10,156.30,220.10,275.70,316.60
Male,19-50 years,38.90,50.20,62.80,77.20,168.40,217.70,272.20,334.40
Male,51-70 years,35.50,47.50,58.30,70.70,154.00,205.70,252.60,306.60
Male,71+ years,35.80,46.90,58.60,72.20,155.00,203.20,254.00,312.80
Female,12-13 years,35.10,42.70,51.80,62.50,152.20,185.20,224.30,270.80
Female,14-18 years,34.70,43.10,52.20,64.00,150.50,186.90,226.00,277.30
Female,19-50 years,34.50,43.60,53.90,69.00,149.70,188.90,233.70,298.90
Female,51-70 years,34.20,42.40,52.70,62.90,148.30,183.90,228.50,272.40
Female,71+ years,34.00,42.10,52.60,63.40,147.20,182.30,227.80,274.60
