Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.50,28.50,32.40,39.40,93.00,123.30,140.20,170.70
Child,2-3 years,23.40,29.60,35.80,43.50,101.30,128.30,155.30,188.40
Child,4-5 years,24.40,30.80,38.00,46.40,105.90,133.50,164.80,201.20
Child,6-8 years,31.10,42.70,51.90,61.30,134.70,184.90,225.00,265.70
Child,9-11 years,35.30,46.90,60.10,70.10,152.90,203.20,260.60,303.80
Male,12-13 years,38.00,53.60,67.10,78.50,164.50,232.40,290.80,340.30
Male,14-18 years,39.00,54.70,69.10,79.30,169.20,236.90,299.30,343.60
Male,19-50 years,42.00,54.20,68.10,83.30,182.20,235.00,294.90,360.90
Male,51-70 years,38.40,51.20,63.50,76.60,166.30,222.00,275.20,331.70
Male,71+ years,38.70,50.80,62.80,77.30,167.80,220.20,272.20,335.10
Female,12-13 years,38.10,46.30,55.50,68.00,165.20,200.70,240.30,294.50
Female,14-18 years,37.50,46.40,56.00,69.00,162.30,201.10,242.90,299.10
Female,19-50 years,37.50,47.10,58.10,74.30,162.50,204.10,251.90,321.80
Female,51-70 years,36.90,46.00,57.20,68.60,160.00,199.30,247.90,297.20
Female,71+ years,36.10,45.70,56.60,68.10,156.20,198.20,245.30,295.20
