Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,$22.00,$29.90,$33.80,$41.20,$95.50,$129.70,$146.40,$178.40
Child,2-3 years,$24.00,$30.90,$37.20,$45.40,$104.10,$134.00,$161.10,$196.70
Child,4-5 years,$25.40,$32.00,$39.70,$48.20,$110.10,$138.50,$172.10,$209.00
Child,6-8 years,$32.50,$45.50,$54.20,$63.90,$141.00,$197.30,$234.90,$277.00
Child,9-11 years,$36.80,$48.30,$62.80,$73.20,$159.40,$209.10,$272.30,$317.00
Male,12-13 years,$39.20,$55.60,$69.70,$81.90,$169.90,$240.90,$302.10,$354.70
Male,14-18 years,$40.40,$56.50,$72.00,$83.10,$175.00,$244.80,$311.90,$359.90
Male,19-50 years,$43.60,$56.40,$70.80,$87.00,$189.10,$244.50,$306.60,$377.10
Male,51-70 years,$39.70,$53.20,$66.30,$80.00,$172.20,$230.40,$287.40,$346.60
Male,71+ years,$40.00,$52.70,$65.40,$80.90,$173.40,$228.40,$283.30,$350.50
Female,12-13 years,$39.20,$48.00,$57.90,$71.00,$169.80,$207.90,$251.10,$307.80
Female,14-18 years,$38.60,$48.20,$58.30,$71.80,$167.10,$208.90,$252.50,$311.30
Female,19-50 years,$38.70,$49.00,$60.40,$77.10,$167.60,$212.30,$261.80,$334.10
Female,51-70 years,$38.30,$47.70,$59.20,$71.40,$165.80,$206.50,$256.70,$309.60
Female,71+ years,$37.50,$47.30,$58.80,$70.80,$162.50,$205.00,$254.80,$306.90
