Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,17.80,22.20,26.10,31.20,77.10,96.10,112.90,135.30
Child,2 years,17.70,21.90,25.90,31.50,76.70,94.80,112.30,136.70
Child,3-5 years,19.40,24.10,29.90,35.70,84.20,104.60,129.40,154.70
Child,6-8 years,24.20,32.30,39.80,46.50,104.70,139.80,172.20,201.30
Child,9-11 years,28.40,36.40,46.50,53.80,123.20,157.70,201.30,233.30
Male,12-14 years,29.60,41.10,51.10,59.60,128.40,178.20,221.20,258.20
Male,15-19 years,30.40,42.20,53.00,61.30,131.80,183.00,229.80,265.40
Male,20-50 years,32.60,42.20,52.60,64.10,141.10,183.00,227.90,277.90
Male,51 years and over,29.50,40.10,49.50,59.30,127.70,173.80,214.60,256.80
Female,12-19 years,29.70,35.40,43.30,51.80,128.60,153.50,187.40,224.30
Female,20-50 years,29.60,36.70,45.00,57.90,128.30,159.20,194.90,250.90
Female,51 years and over,29.00,35.70,44.50,53.20,125.50,154.70,193.00,230.40
