Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.10,26.80,30.70,37.00,87.20,115.90,132.90,160.10
Child,2-3 years,21.70,27.30,33.00,40.20,93.90,118.20,143.20,174.10
Child,4-5 years,22.50,28.50,35.30,42.90,97.50,123.50,152.90,185.80
Child,6-8 years,28.70,39.00,47.90,56.40,124.60,169.10,207.50,244.20
Child,9-11 years,33.00,43.10,55.70,65.10,143.00,186.80,241.50,282.10
Male,12-13 years,35.00,49.30,61.50,72.40,151.80,213.80,266.40,313.70
Male,14-18 years,36.20,50.80,63.50,73.20,156.80,220.10,275.30,317.30
Male,19-50 years,38.90,50.20,62.70,77.00,168.40,217.50,271.80,333.50
Male,51-70 years,35.50,47.50,58.30,70.70,154.00,205.80,252.50,306.30
Male,71+ years,35.70,47.00,58.50,71.80,154.80,203.50,253.40,311.00
Female,12-13 years,35.10,42.80,51.60,62.60,152.20,185.30,223.80,271.20
Female,14-18 years,34.80,43.00,52.00,63.80,150.60,186.40,225.20,276.40
Female,19-50 years,34.60,43.60,53.80,68.90,149.90,188.80,233.10,298.50
Female,51-70 years,34.20,42.40,52.70,63.00,148.30,183.80,228.40,273.10
Female,71+ years,33.80,42.10,52.50,63.20,146.40,182.30,227.40,274.00
