Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1-2 years,15.20,18.70,22.00,26.70,65.90,81.00,95.30,115.70
Child,3-5 years,16.50,20.60,25.40,30.50,71.50,89.30,110.10,132.20
Child,6-8 years,20.50,27.40,34.00,39.60,88.80,118.70,147.30,171.60
Child,9-11 years,24.30,31.00,39.60,45.80,105.30,134.30,171.60,198.50
Male,12-14 years,25.20,35.00,43.40,51.00,109.20,151.70,188.10,221.00
Male,15-19 years,25.90,36.00,44.90,51.80,112.20,156.00,194.60,224.40
Male,20-50 years,27.90,35.90,44.70,54.20,120.90,155.60,193.70,234.80
Male,51 years and over,25.10,34.20,42.10,50.50,108.80,148.20,182.40,218.80
Female,12-19 years,25.00,30.10,36.60,44.20,108.30,130.40,158.60,191.50
Female,20-50 years,25.20,31.40,38.20,49.00,109.20,136.10,165.50,212.30
Female,51 years and over,24.70,30.50,37.90,45.30,107.00,132.20,164.20,196.30
