Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.50,28.50,32.40,39.30,93.30,123.50,140.40,170.40
Child,2-3 years,23.40,29.60,35.80,43.50,101.50,128.40,155.20,188.40
Child,4-5 years,24.40,30.80,38.00,46.20,105.80,133.40,164.80,200.40
Child,6-8 years,31.10,42.70,52.00,61.10,134.70,185.00,225.20,264.80
Child,9-11 years,35.30,46.70,60.10,70.00,152.90,202.40,260.30,303.20
Male,12-13 years,38.00,53.60,67.00,78.40,164.60,232.20,290.20,339.80
Male,14-18 years,39.00,54.60,69.00,79.10,169.10,236.50,299.10,342.90
Male,19-50 years,42.00,54.10,68.00,83.30,182.00,234.60,294.80,360.70
Male,51-70 years,38.40,51.20,63.60,76.50,166.20,221.70,275.60,331.40
Male,71+ years,38.70,50.80,62.90,77.30,167.80,220.20,272.40,335.10
Female,12-13 years,38.10,46.20,55.40,67.90,165.10,200.30,240.10,294.20
Female,14-18 years,37.40,46.30,56.00,68.90,162.10,200.80,242.80,298.40
Female,19-50 years,37.50,47.00,58.10,74.10,162.40,203.70,251.70,321.20
Female,51-70 years,36.90,46.00,57.20,68.40,160.10,199.10,247.70,296.40
Female,71+ years,36.10,45.70,56.60,68.00,156.30,198.10,245.10,294.70
