Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,22.00,29.30,33.10,40.50,95.10,126.80,143.30,175.70
Child,2-3 years,24.00,30.80,37.00,45.00,103.80,133.30,160.10,195.10
Child,4-5 years,25.30,31.70,39.30,48.00,109.70,137.50,170.20,207.80
Child,6-8 years,32.20,45.00,53.70,63.60,139.40,195.00,232.80,275.50
Child,9-11 years,36.20,48.30,62.10,72.30,156.80,209.30,269.00,313.40
Male,12-13 years,39.00,55.30,69.20,81.20,169.20,239.50,300.00,351.80
Male,14-18 years,40.30,56.10,71.50,82.30,174.50,242.90,309.60,356.40
Male,19-50 years,43.30,55.80,70.10,86.10,187.70,242.00,303.70,373.10
Male,51-70 years,39.50,52.70,65.80,79.10,171.30,228.40,285.00,342.70
Male,71+ years,39.80,52.40,64.50,79.70,172.40,227.00,279.40,345.60
Female,12-13 years,39.10,47.70,57.20,70.50,169.40,206.70,247.80,305.50
Female,14-18 years,38.40,47.60,57.80,71.10,166.40,206.40,250.30,308.00
Female,19-50 years,38.50,48.50,59.80,76.30,166.80,210.10,258.90,330.80
Female,51-70 years,38.00,47.30,58.90,71.10,164.80,204.80,255.10,308.00
Female,71+ years,36.80,46.90,58.10,70.00,159.50,203.30,251.70,303.10
