Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,18.10,22.80,26.60,32.20,78.50,98.80,115.40,139.60
Child,2 years,18.10,22.50,26.90,32.40,78.30,97.40,116.50,140.20
Child,3-5 years,19.90,24.70,30.50,36.80,86.40,106.80,132.10,159.30
Child,6-8 years,25.10,33.30,41.10,48.00,108.80,144.20,178.10,208.00
Child,9-11 years,29.40,37.40,48.00,55.80,127.30,162.20,207.90,242.00
Male,12-14 years,30.60,42.30,52.30,61.90,132.60,183.20,226.70,268.10
Male,15-19 years,31.70,43.70,54.50,63.40,137.60,189.30,236.10,274.90
Male,20-50 years,33.90,43.60,54.40,66.50,146.70,188.90,235.70,288.00
Male,51 years and over,30.90,41.60,51.30,61.70,134.00,180.20,222.10,267.50
Female,12-19 years,30.50,36.70,44.50,53.70,132.40,158.80,192.60,232.90
Female,20-50 years,30.60,38.00,46.50,60.00,132.70,164.90,201.60,259.90
Female,51 years and over,30.20,37.00,46.10,55.40,130.80,160.30,199.70,240.00
