Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,19.90,26.50,30.40,37.00,86.30,114.70,131.90,160.10
Child,2-3 years,20.90,26.50,32.00,38.80,90.50,114.70,138.60,168.20
Child,4-5 years,21.90,27.80,34.30,41.80,95.10,120.40,148.60,180.90
Child,6-8 years,27.80,37.10,46.10,54.30,120.50,160.70,199.60,235.40
Child,9-11 years,32.50,42.10,53.90,63.40,140.70,182.30,233.60,274.70
Male,12-13 years,33.80,47.20,58.40,69.50,146.70,204.60,253.00,300.90
Male,14-18 years,35.10,48.90,60.30,70.70,152.30,211.80,261.20,306.40
Male,19-50 years,37.80,48.60,60.30,73.40,163.80,210.80,261.10,318.00
Male,51-70 years,34.50,46.20,56.50,68.50,149.70,200.20,244.70,296.80
Male,71+ years,34.60,45.70,57.00,68.90,149.80,197.90,246.90,298.30
Female,12-13 years,33.90,41.30,50.20,60.30,146.90,179.10,217.40,261.20
Female,14-18 years,33.80,41.50,49.60,60.70,146.30,180.00,215.00,263.20
Female,19-50 years,33.90,42.60,51.70,66.80,146.70,184.40,224.10,289.50
Female,51-70 years,33.40,41.20,51.20,61.40,144.90,178.50,221.70,265.80
Female,71+ years,33.30,41.00,51.50,62.00,144.10,177.90,223.30,268.50
