Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.10,26.30,30.20,36.40,86.90,113.90,130.70,157.60
Child,2-3 years,21.60,27.10,32.80,39.80,93.60,117.40,142.10,172.60
Child,4-5 years,22.40,28.30,34.90,42.60,97.00,122.60,151.30,184.50
Child,6-8 years,28.40,38.50,47.50,56.00,123.20,166.80,206.00,242.50
Child,9-11 years,32.60,42.90,55.00,64.40,141.10,186.00,238.40,278.90
Male,12-13 years,34.80,49.00,60.70,71.70,150.90,212.10,263.20,310.50
Male,14-18 years,36.20,50.70,63.40,72.30,157.10,219.60,274.80,313.40
Male,19-50 years,38.70,49.70,62.50,76.60,167.80,215.50,270.60,332.10
Male,51-70 years,35.40,47.20,57.80,69.90,153.60,204.60,250.30,303.00
Male,71+ years,35.70,46.70,57.90,71.30,154.50,202.40,250.70,309.10
Female,12-13 years,35.10,42.70,51.00,62.20,152.30,184.90,221.20,269.40
Female,14-18 years,34.60,42.70,51.90,63.60,150.00,185.20,225.00,275.70
Female,19-50 years,34.40,43.10,53.30,68.40,148.90,187.00,230.90,296.30
Female,51-70 years,34.10,42.20,52.50,62.40,147.70,182.80,227.30,270.30
Female,71+ years,33.20,41.70,51.80,62.40,144.00,180.60,224.50,270.30
