Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,20.50,27.10,31.10,37.40,88.70,117.30,134.60,161.90
Child,2-3 years,21.90,27.50,33.30,40.50,95.10,119.20,144.40,175.50
Child,4-5 years,22.70,28.80,35.60,43.20,98.50,124.70,154.10,187.20
Child,6-8 years,29.10,39.20,48.20,56.60,125.90,169.90,208.90,245.50
Child,9-11 years,33.50,43.50,56.00,65.70,145.00,188.70,242.60,284.50
Male,12-13 years,35.60,50.00,62.00,73.10,154.20,216.60,268.70,316.50
Male,14-18 years,37.00,51.70,64.40,74.00,160.30,224.00,278.90,320.50
Male,19-50 years,39.60,50.90,63.60,77.60,171.40,220.40,275.50,336.40
Male,51-70 years,36.20,48.20,59.00,71.40,157.00,208.80,255.60,309.60
Male,71+ years,36.30,47.50,59.10,72.50,157.20,206.00,255.90,314.10
Female,12-13 years,35.70,43.50,52.10,63.30,154.60,188.30,225.60,274.10
Female,14-18 years,35.30,43.70,52.50,64.60,153.10,189.20,227.40,280.10
Female,19-50 years,35.10,44.20,54.30,69.60,152.00,191.60,235.30,301.60
Female,51-70 years,34.80,43.20,53.50,63.70,151.00,187.00,231.90,275.90
Female,71+ years,34.20,42.70,53.20,63.90,148.00,185.00,230.50,277.00
