Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.30,28.30,32.10,39.10,92.20,122.50,139.00,169.40
Child,2-3 years,23.30,29.30,35.60,43.30,100.90,127.10,154.10,187.60
Child,4-5 years,24.20,30.60,37.70,46.00,104.80,132.40,163.30,199.30
Child,6-8 years,30.90,42.50,51.50,60.80,133.90,184.30,223.00,263.40
Child,9-11 years,35.00,46.40,59.60,69.50,151.80,201.00,258.10,301.10
Male,12-13 years,37.80,53.40,66.80,78.10,163.60,231.20,289.50,338.30
Male,14-18 years,38.90,54.50,68.90,78.80,168.50,236.20,298.60,341.60
Male,19-50 years,41.80,54.00,67.60,83.20,181.10,234.00,292.80,360.50
Male,51-70 years,38.20,50.90,62.80,76.00,165.70,220.60,272.30,329.10
Male,71+ years,38.50,50.70,62.40,77.20,166.90,219.80,270.40,334.40
Female,12-13 years,37.80,46.10,55.00,67.40,163.90,199.90,238.40,292.00
Female,14-18 years,37.20,46.30,56.10,69.00,161.40,200.50,243.30,299.10
Female,19-50 years,37.20,46.90,58.00,74.00,161.10,203.00,251.40,320.60
Female,51-70 years,36.70,45.80,56.80,68.00,159.00,198.30,246.00,294.70
Female,71+ years,35.70,45.50,56.20,67.60,154.90,197.30,243.50,292.90
