Group,Age,Weekly Thrifty Plan,Weekly Low-Cost Plan,Weekly Moderate-Cost Plan,Weekly Liberal Plan,Monthly Thrifty Plan,Monthly Low-Cost Plan,Monthly Moderate-Cost Plan,Monthly Liberal Plan
Child,1 year,21.00,27.90,31.90,38.50,91.00,121.00,138.30,166.80
Child,2-3 years,22.60,28.80,34.70,42.20,98.10,124.70,150.40,183.00
Child,4-5 years,23.70,29.90,37.00,44.70,102.60,129.40,160.20,193.50
Child,6-8 years,30.00,41.00,50.20,58.80,130.00,177.60,217.50,255.00
Child,9-11 years,34.40,44.90,58.20,67.90,149.00,194.80,252.30,294.40
Male,12-13 years,36.60,51.60,64.20,75.60,158.60,223.70,278.00,327.70
Male,14-18 years,38.00,53.00,66.30,76.50,164.50,229.60,287.30,331.50
Male,19-50 years,40.60,52.30,65.40,80.20,176.00,226.80,283.30,347.70
Male,51-70 years,37.20,49.60,60.90,73.90,161.20,215.10,264.10,320.20
Male,71+ years,37.30,49.20,60.80,74.50,161.40,213.10,263.60,322.80
Female,12-13 years,36.70,44.80,53.90,65.50,159.00,194.00,233.80,283.90
Female,14-18 years,36.30,44.80,54.00,66.40,157.20,194.30,233.80,287.80
Female,19-50 years,36.20,45.40,55.90,71.80,156.70,196.90,242.40,311.00
Female,51-70 years,35.80,44.40,55.00,66.00,155.10,192.50,238.40,286.00
Female,71+ years,35.10,44.10,54.70,65.90,152.20,190.90,237.10,285.40
